Gene,cv1,cv2,cv3,cv4,cv5,cv_mean,cv_std,counts
TIMM9,0.6172839506172839,0.6419753086419753,0.625,0.625,0.675,0.6368518518518519,0.020714084869844565,201
MRPS35,0.6790123456790124,0.7530864197530864,0.8,0.7625,0.7625,0.7514197530864198,0.03962624019196443,201
DCTN3,0.5308641975308642,0.5308641975308642,0.5875,0.6,0.625,0.5748456790123457,0.03788685535737425,201
UROD,0.6049382716049383,0.49382716049382713,0.4375,0.4375,0.5,0.4947530864197531,0.061196395783424805,201
TRMT112,0.7901234567901234,0.8518518518518519,0.8375,0.85,0.8125,0.828395061728395,0.023737156499657342,201
UBE2L3,0.5679012345679012,0.49382716049382713,0.5,0.55,0.575,0.5373456790123458,0.034059309737422244,201
C9orf78,0.48148148148148145,0.41975308641975306,0.4375,0.525,0.4375,0.4602469135802469,0.038258236414645534,201
BAP1,0.7,0.7375,0.75,0.7375,0.75,0.735,0.018371173070873856,200
MAD2L2,0.6,0.45,0.5625,0.4375,0.45,0.5,0.06754628043053147,200
PSMB6,0.65,0.7625,0.7625,0.7375,0.7,0.7224999999999999,0.0428660704987056,200
ZW10,0.475,0.4125,0.55,0.4875,0.575,0.5,0.057554322166106696,200
RPL5,0.8375,0.7875,0.8,0.7375,0.825,0.7975,0.034820970692960286,200
SPC25,0.8625,0.7875,0.875,0.8481012658227848,0.8227848101265823,0.8391772151898735,0.03113232531016715,199
USP5,0.55,0.4875,0.55,0.6075949367088608,0.5189873417721519,0.5428164556962025,0.039817571902445004,199
CCT2,0.7875,0.7875,0.75,0.8227848101265823,0.7468354430379747,0.7789240506329114,0.028061145667461377,199
WBP1L,0.5,0.5625,0.525,0.569620253164557,0.4810126582278481,0.5276265822784809,0.03441688119606744,199
C1QTNF4,0.5625,0.5375,0.4875,0.5949367088607594,0.46835443037974683,0.5301582278481012,0.04676660610139021,199
TTK,0.7875,0.725,0.725,0.6835443037974683,0.8227848101265823,0.7487658227848101,0.04972448526819228,199
ABCB7,0.675,0.6125,0.5875,0.6582278481012658,0.6329113924050633,0.6332278481012658,0.03127520614589189,199
CCDC137,0.65,0.4936708860759494,0.6075949367088608,0.6835443037974683,0.5569620253164557,0.5983544303797468,0.06735271634681844,198
KIAA1143,0.6,0.5063291139240507,0.5569620253164557,0.45569620253164556,0.4936708860759494,0.5225316455696202,0.050496017474691575,198
RNF40,0.7125,0.7088607594936709,0.6962025316455697,0.6962025316455697,0.569620253164557,0.6766772151898734,0.05393092159232464,198
SOD2,0.55,0.569620253164557,0.5316455696202531,0.5443037974683544,0.569620253164557,0.5530379746835443,0.014785763797922905,198
URB2,0.675,0.7468354430379747,0.759493670886076,0.7088607594936709,0.6708860759493671,0.7122151898734177,0.03616112529852067,198
NEDD8,0.8734177215189873,0.7974683544303798,0.810126582278481,0.8227848101265823,0.8205128205128205,0.8248620577734501,0.02587830181915468,197
GOLGA6L1,0.5063291139240507,0.4936708860759494,0.45569620253164556,0.4177215189873418,0.4230769230769231,0.4592989289191821,0.03590811635738974,197
MFAP1,0.7848101265822784,0.7721518987341772,0.7721518987341772,0.8227848101265823,0.7948717948717948,0.7893541058098019,0.018764522309221442,197
CNN2,0.620253164556962,0.4810126582278481,0.5822784810126582,0.6075949367088608,0.5128205128205128,0.5607919506653685,0.05450471685487124,197
DCTN1,0.5443037974683544,0.620253164556962,0.6455696202531646,0.4936708860759494,0.6153846153846154,0.5838364167478092,0.0562585241215744,197
DRG1,0.5443037974683544,0.5316455696202531,0.47435897435897434,0.6410256410256411,0.6025641025641025,0.5587796170074651,0.057886337639174085,196
TRAPPC4,0.5569620253164557,0.5063291139240507,0.6153846153846154,0.41025641025641024,0.5641025641025641,0.5306069457968192,0.0693937525260217,196
NPB,0.5063291139240507,0.5569620253164557,0.5256410256410257,0.48717948717948717,0.5641025641025641,0.5280428432327167,0.029270091211919876,196
PNISR,0.5949367088607594,0.5569620253164557,0.6025641025641025,0.6794871794871795,0.6794871794871795,0.6226874391431354,0.04888210866005718,196
EMC3,0.6153846153846154,0.5256410256410257,0.5641025641025641,0.5256410256410257,0.48717948717948717,0.5435897435897437,0.0433629090391994,195
NDUFS5,0.5641025641025641,0.5769230769230769,0.5897435897435898,0.5256410256410257,0.5,0.5512820512820513,0.033431807206167424,195
UBE2H,0.41025641025641024,0.5,0.5512820512820513,0.42857142857142855,0.5324675324675324,0.48451548451548454,0.05593047660384541,194
SRCAP,0.6538461538461539,0.6153846153846154,0.6666666666666666,0.5584415584415584,0.6363636363636364,0.6261405261405261,0.03798242145739575,194
PDCD5,0.6153846153846154,0.47435897435897434,0.5256410256410257,0.5844155844155844,0.5844155844155844,0.5568431568431568,0.05044758318150388,194
CWF19L2,0.7692307692307693,0.7564102564102564,0.7564102564102564,0.7792207792207793,0.7402597402597403,0.7603063603063602,0.013188074491389711,194
RAC1,0.5641025641025641,0.46153846153846156,0.5128205128205128,0.45454545454545453,0.4935064935064935,0.49730269730269727,0.03955931833130809,194
NAA35,0.5128205128205128,0.4675324675324675,0.5324675324675324,0.4935064935064935,0.4155844155844156,0.48438228438228437,0.0405493235239952,193
SACM1L,0.47435897435897434,0.6103896103896104,0.4935064935064935,0.44155844155844154,0.45454545454545453,0.4948717948717949,0.06039127904068203,193
TMEM258,0.47435897435897434,0.5324675324675324,0.4935064935064935,0.5974025974025974,0.5454545454545454,0.5286380286380286,0.042910294216945866,193
RAN,0.6153846153846154,0.6363636363636364,0.5844155844155844,0.6233766233766234,0.6623376623376623,0.6243756243756244,0.02554787582925959,193
MRPL24,0.717948717948718,0.6363636363636364,0.7272727272727273,0.7142857142857143,0.7402597402597403,0.7072261072261072,0.036549665103728424,193
NDUFB8,0.6282051282051282,0.5714285714285714,0.5194805194805194,0.5584415584415584,0.6233766233766234,0.5801864801864802,0.0410022811049877,193
JMJD6,0.46153846153846156,0.5974025974025974,0.5714285714285714,0.4675324675324675,0.5324675324675324,0.526073926073926,0.05436474953946746,193
EMC7,0.44871794871794873,0.6363636363636364,0.5454545454545454,0.5714285714285714,0.5974025974025974,0.5598734598734598,0.06317619269866344,193
EARS2,0.6363636363636364,0.6233766233766234,0.5454545454545454,0.5974025974025974,0.5263157894736842,0.5857826384142173,0.04305677579774061,192
MRPL19,0.7922077922077922,0.8181818181818182,0.7922077922077922,0.7532467532467533,0.7236842105263158,0.7759056732740943,0.03334456003620018,192
CDC6,0.6883116883116883,0.6623376623376623,0.7142857142857143,0.5974025974025974,0.7368421052631579,0.6798359535201641,0.04818666585004262,192
NOMO3,0.5974025974025974,0.5584415584415584,0.618421052631579,0.6052631578947368,0.6052631578947368,0.5969583048530417,0.020407488136904624,191
MTBP,0.7922077922077922,0.7792207792207793,0.7894736842105263,0.8026315789473685,0.6842105263157895,0.7695488721804511,0.04331528445936485,191
ACIN1,0.4805194805194805,0.42857142857142855,0.5789473684210527,0.4868421052631579,0.4868421052631579,0.49234449760765553,0.04851277200816818,191
SNRNP48,0.7662337662337663,0.7532467532467533,0.7763157894736842,0.6973684210526315,0.8289473684210527,0.7644224196855776,0.0422595231482064,191
YARS2,0.5657894736842105,0.5657894736842105,0.6578947368421053,0.6052631578947368,0.5394736842105263,0.5868421052631578,0.04127470300357402,190
NDUFB6,0.618421052631579,0.6052631578947368,0.631578947368421,0.6578947368421053,0.5921052631578947,0.6210526315789474,0.022637698071164832,190
CA5A,0.5657894736842105,0.5657894736842105,0.5526315789473685,0.5657894736842105,0.5394736842105263,0.5578947368421053,0.010526315789473667,190
TUBD1,0.5394736842105263,0.47368421052631576,0.4868421052631579,0.5789473684210527,0.47368421052631576,0.5105263157894737,0.0419404669750243,190
THOC2,0.881578947368421,0.7763157894736842,0.8552631578947368,0.7236842105263158,0.8421052631578947,0.8157894736842106,0.05765500605317536,190
MRPL36,0.8289473684210527,0.7236842105263158,0.75,0.76,0.84,0.7805263157894737,0.04575134528697343,189
HAUS4,0.7105263157894737,0.7105263157894737,0.7368421052631579,0.68,0.6933333333333334,0.7062456140350878,0.019122517300235696,189
ELP2,0.6052631578947368,0.5263157894736842,0.6052631578947368,0.6,0.6,0.5873684210526317,0.030616925415261034,189
GRWD1,0.4605263157894737,0.5,0.4868421052631579,0.48,0.49333333333333335,0.484140350877193,0.013550675496150369,189
C19orf25,0.4342105263157895,0.5263157894736842,0.5131578947368421,0.49333333333333335,0.49333333333333335,0.49207017543859655,0.03152263985833106,189
LTB4R2,0.4868421052631579,0.48,0.5333333333333333,0.5466666666666666,0.5066666666666667,0.510701754385965,0.025821796190627605,188
OR2A1,0.40789473684210525,0.49333333333333335,0.37333333333333335,0.4666666666666667,0.4533333333333333,0.43891228070175436,0.042901305420363536,188
TSR1,0.618421052631579,0.64,0.5866666666666667,0.76,0.6533333333333333,0.6516842105263158,0.058660496611663566,188
ATP6V1E1,0.5789473684210527,0.5733333333333334,0.48,0.5333333333333333,0.48,0.5291228070175438,0.04308337597401765,188
NDUFA2,0.76,0.7466666666666667,0.7066666666666667,0.72,0.6756756756756757,0.7218018018018018,0.02979027414117534,187
PRC1,0.5333333333333333,0.64,0.49333333333333335,0.6133333333333333,0.4864864864864865,0.5532972972972974,0.06257732105403273,187
FASTKD5,0.6933333333333334,0.6133333333333333,0.6533333333333333,0.7066666666666667,0.7432432432432432,0.681981981981982,0.044776134262537605,187
POLR1C,0.72,0.6533333333333333,0.6933333333333334,0.76,0.7432432432432432,0.7139819819819818,0.03772193316280113,187
PPP4R2,0.7333333333333333,0.64,0.68,0.6666666666666666,0.6351351351351351,0.671027027027027,0.03530582700262462,187
IPO9,0.52,0.48,0.48,0.5733333333333334,0.5540540540540541,0.5214774774774774,0.037929430112983824,187
KANSL3,0.7333333333333333,0.7733333333333333,0.7733333333333333,0.72,0.7297297297297297,0.745945945945946,0.02278321203048644,187
GINS1,0.8133333333333334,0.8933333333333333,0.7837837837837838,0.8783783783783784,0.8783783783783784,0.8494414414414415,0.042932305534809215,186
EIF3D,0.76,0.8133333333333334,0.7702702702702703,0.8783783783783784,0.8378378378378378,0.811963963963964,0.043636738210806214,186
YARS,0.6621621621621622,0.4594594594594595,0.6351351351351351,0.6081081081081081,0.5405405405405406,0.581081081081081,0.07302300587084483,185
POLR2C,0.7027027027027027,0.7432432432432432,0.7702702702702703,0.7702702702702703,0.7567567567567568,0.7486486486486486,0.025063833771610006,185
RHOQ,0.5135135135135135,0.5135135135135135,0.47297297297297297,0.4189189189189189,0.5405405405405406,0.4918918918918919,0.04239023551718412,185
HIST2H3D,0.47297297297297297,0.5,0.4864864864864865,0.5675675675675675,0.5,0.5054054054054055,0.03265688100971505,185
PNKP,0.4864864864864865,0.5540540540540541,0.3783783783783784,0.47297297297297297,0.581081081081081,0.49459459459459454,0.07078811272275022,185
USF2,0.5135135135135135,0.6216216216216216,0.5,0.581081081081081,0.6081081081081081,0.5648648648648649,0.0493936942770191,185
CWC15,0.8513513513513513,0.8513513513513513,0.7837837837837838,0.7671232876712328,0.7671232876712328,0.8041466123657905,0.03901966862013907,184
RPL38,0.8513513513513513,0.8648648648648649,0.8513513513513513,0.9315068493150684,0.8493150684931506,0.8696778970751573,0.031408132572110094,184
SNRPE,0.7162162162162162,0.7432432432432432,0.7702702702702703,0.6438356164383562,0.7945205479452054,0.7336171788226583,0.051978559124259326,184
RPLP0,0.7837837837837838,0.7972972972972973,0.7162162162162162,0.7945205479452054,0.8356164383561644,0.7854868567197334,0.03882110542483203,184
ATRIP,0.6486486486486487,0.5945945945945946,0.6486486486486487,0.6438356164383562,0.6027397260273972,0.6276934468715292,0.023904111811071254,184
NASP,0.5405405405405406,0.5540540540540541,0.5135135135135135,0.5205479452054794,0.5205479452054794,0.5298407997038134,0.0151000708872306,184
C16orf86,0.5540540540540541,0.5540540540540541,0.6081081081081081,0.547945205479452,0.547945205479452,0.5624213254350241,0.02300617599549927,184
PPP2CA,0.5405405405405406,0.5945945945945946,0.5945945945945946,0.4383561643835616,0.6027397260273972,0.5541651240281377,0.06200954853750193,184
PTPMT1,0.6486486486486487,0.547945205479452,0.4931506849315068,0.5068493150684932,0.5068493150684932,0.5406886338393188,0.057022939604527506,183
GAPDH,0.5540540540540541,0.6027397260273972,0.5753424657534246,0.547945205479452,0.5753424657534246,0.5710847834135506,0.019306874004794833,183
ALG14,0.4864864864864865,0.4657534246575342,0.5068493150684932,0.4931506849315068,0.5205479452054794,0.4945575712699,0.018565490048681015,183
MMGT1,0.6216216216216216,0.589041095890411,0.4520547945205479,0.4794520547945205,0.4931506849315068,0.5270640503517215,0.06606919916811073,183
SBNO1,0.581081081081081,0.5068493150684932,0.5616438356164384,0.6575342465753424,0.7123287671232876,0.6038874490929285,0.07260654390985405,183
DCUN1D5,0.7027027027027027,0.6164383561643836,0.6712328767123288,0.7123287671232876,0.6986301369863014,0.6802665679378008,0.03471090210106067,183
COG6,0.43243243243243246,0.5068493150684932,0.4520547945205479,0.4794520547945205,0.6712328767123288,0.5084042947056646,0.08520655761644269,183
PRKRIP1,0.4246575342465753,0.4931506849315068,0.5205479452054794,0.5342465753424658,0.5277777777777778,0.500076103500761,0.04022442595519666,182
SNRPD3,0.7808219178082192,0.8356164383561644,0.8493150684931506,0.8493150684931506,0.9027777777777778,0.8435692541856925,0.03891568715094796,182
NAA20,0.547945205479452,0.5342465753424658,0.6164383561643836,0.5753424657534246,0.5972222222222222,0.5742389649923896,0.030334763758251854,182
EXOC1,0.5205479452054794,0.5753424657534246,0.5342465753424658,0.4520547945205479,0.5138888888888888,0.5192161339421613,0.03979165255497664,182
SPDYE2,0.4931506849315068,0.4383561643835616,0.4931506849315068,0.4246575342465753,0.4722222222222222,0.46430745814307456,0.028185432642970576,182
WDHD1,0.6301369863013698,0.5753424657534246,0.7945205479452054,0.6575342465753424,0.7083333333333334,0.6731735159817351,0.07433566969606198,182
KRT10,0.5205479452054794,0.5068493150684932,0.4794520547945205,0.4657534246575342,0.4861111111111111,0.4917427701674277,0.01957635898709326,182
SMARCB1,0.4794520547945205,0.5342465753424658,0.4246575342465753,0.4246575342465753,0.4861111111111111,0.46982496194824963,0.041444557891022304,182
VPS33A,0.547945205479452,0.5068493150684932,0.6027397260273972,0.6027397260273972,0.6111111111111112,0.5742770167427701,0.04053852830348074,182
ORC3,0.5068493150684932,0.5342465753424658,0.5,0.5972222222222222,0.4583333333333333,0.5193302891933029,0.045912334384235635,181
GTF2E1,0.7671232876712328,0.684931506849315,0.7361111111111112,0.7222222222222222,0.6111111111111112,0.7042998477929985,0.05355226578303968,181
RPS14,0.8356164383561644,0.7945205479452054,0.7222222222222222,0.75,0.8055555555555556,0.7815829528158295,0.040454576637655455,181
PRIM1,0.7808219178082192,0.821917808219178,0.7916666666666666,0.8055555555555556,0.8055555555555556,0.801103500761035,0.013951870294304763,181
AARS2,0.4246575342465753,0.6301369863013698,0.5833333333333334,0.5,0.5555555555555556,0.5387366818873668,0.07090886253314814,181
POLR1B,0.8767123287671232,0.9315068493150684,0.8611111111111112,0.9444444444444444,0.9166666666666666,0.9060882800608828,0.03198466355452154,181
MAX,0.8055555555555556,0.8333333333333334,0.8611111111111112,0.9027777777777778,0.8333333333333334,0.8472222222222221,0.03286710990610897,180
BRK1,0.5833333333333334,0.5416666666666666,0.4861111111111111,0.5972222222222222,0.6111111111111112,0.5638888888888889,0.045304184528611374,180
MRPL18,0.6666666666666666,0.8055555555555556,0.7638888888888888,0.8194444444444444,0.6805555555555556,0.7472222222222221,0.06297657804863686,180
SMC1A,0.8472222222222222,0.8194444444444444,0.8611111111111112,0.875,0.8611111111111112,0.8527777777777779,0.01883980550868132,180
ACOT12,0.5972222222222222,0.4583333333333333,0.5833333333333334,0.4722222222222222,0.4166666666666667,0.5055555555555555,0.07168604389202189,180
SRRM1,0.6527777777777778,0.6388888888888888,0.6944444444444444,0.6388888888888888,0.7083333333333334,0.6666666666666667,0.029133579115837565,180
SEC61A1,0.7777777777777778,0.6666666666666666,0.6388888888888888,0.7222222222222222,0.6527777777777778,0.6916666666666667,0.05152010275275393,180
RPS4X,0.9166666666666666,0.9722222222222222,0.9166666666666666,0.9305555555555556,0.9305555555555556,0.9333333333333332,0.020412414523193156,180
RSL24D1,0.7638888888888888,0.8055555555555556,0.875,0.8450704225352113,0.8028169014084507,0.8184663536776213,0.03819456341816805,179
TBCA,0.4722222222222222,0.5694444444444444,0.5694444444444444,0.49295774647887325,0.6197183098591549,0.5447574334898279,0.05437388059330195,179
CSH2,0.5416666666666666,0.4722222222222222,0.5555555555555556,0.5070422535211268,0.5492957746478874,0.5251564945226918,0.03133546378118302,179
MRPL45,0.5555555555555556,0.5694444444444444,0.6666666666666666,0.5774647887323944,0.5492957746478874,0.5836854460093897,0.04266456590098892,179
PPP1R12A,0.5694444444444444,0.4861111111111111,0.4583333333333333,0.5070422535211268,0.4507042253521127,0.49432707355242556,0.042591782001390154,179
SLC16A5,0.5277777777777778,0.5138888888888888,0.7222222222222222,0.5070422535211268,0.5774647887323944,0.569679186228482,0.08015193582554966,179
YJEFN3,0.4861111111111111,0.5277777777777778,0.5138888888888888,0.49295774647887325,0.5352112676056338,0.5111893583724569,0.019083109833160947,179
EIF2B1,0.8194444444444444,0.7323943661971831,0.8169014084507042,0.7746478873239436,0.7605633802816901,0.780790297339593,0.033428068923259766,178
KATNB1,0.5972222222222222,0.5070422535211268,0.5774647887323944,0.5633802816901409,0.5492957746478874,0.5588810641627544,0.030380198295608354,178
RPS6,0.9027777777777778,0.971830985915493,0.9295774647887324,0.9577464788732394,0.9577464788732394,0.9439358372456963,0.024737646138695283,178
TIMM13,0.7361111111111112,0.6901408450704225,0.6901408450704225,0.676056338028169,0.8732394366197183,0.7331377151799687,0.07292884028931887,178
UNC45A,0.5694444444444444,0.43661971830985913,0.4647887323943662,0.5633802816901409,0.5492957746478874,0.5167057902973397,0.05501116376823555,178
WDR74,0.5555555555555556,0.5915492957746479,0.6619718309859155,0.6338028169014085,0.5915492957746479,0.6068857589984351,0.037051875329268964,178
TSEN2,0.7323943661971831,0.7464788732394366,0.7183098591549296,0.6619718309859155,0.6857142857142857,0.7089738430583502,0.030959669042919448,177
ELP5,0.5070422535211268,0.5211267605633803,0.5774647887323944,0.5774647887323944,0.5428571428571428,0.5451911468812878,0.028716045148711393,177
CENPE,0.704225352112676,0.6197183098591549,0.6056338028169014,0.7887323943661971,0.7571428571428571,0.6950905432595573,0.07264463180183672,177
DDB1,0.4507042253521127,0.6338028169014085,0.5915492957746479,0.5492957746478874,0.5285714285714286,0.550784708249497,0.061750316168479646,177
VPS37C,0.5352112676056338,0.6056338028169014,0.49295774647887325,0.5211267605633803,0.45714285714285713,0.5224144869215291,0.04943471570589705,177
ZNF506,0.5352112676056338,0.647887323943662,0.5633802816901409,0.5774647887323944,0.4,0.5447887323943662,0.08136116371171019,177
CCNL1,0.5915492957746479,0.4507042253521127,0.5633802816901409,0.5774647887323944,0.4714285714285714,0.5309054325955735,0.05808579562416259,177
CDC23,0.6338028169014085,0.704225352112676,0.5915492957746479,0.5774647887323944,0.6857142857142857,0.6385513078470826,0.0500014533672153,177
UBE2M,0.5211267605633803,0.49295774647887325,0.4788732394366197,0.5352112676056338,0.5,0.5056338028169014,0.02011669979871224,177
NAA25,0.647887323943662,0.7746478873239436,0.6714285714285714,0.6714285714285714,0.7857142857142857,0.7102213279678067,0.057870980978878106,176
RNF8,0.5352112676056338,0.5352112676056338,0.5142857142857142,0.4714285714285714,0.5428571428571428,0.5197987927565392,0.025987876469046153,176
RNF113A,0.676056338028169,0.704225352112676,0.6285714285714286,0.6857142857142857,0.6285714285714286,0.6646277665995975,0.030800458878856986,176
TMEM240,0.43661971830985913,0.4788732394366197,0.5857142857142857,0.4857142857142857,0.44285714285714284,0.48595573440643863,0.05346684892402731,176
ELOVL1,0.5352112676056338,0.5352112676056338,0.5,0.5714285714285714,0.5142857142857142,0.5312273641851106,0.02412487435002737,176
EEF1G,0.5714285714285714,0.7714285714285715,0.6142857142857143,0.7714285714285715,0.6857142857142857,0.6828571428571429,0.08101398216433045,175
ATP6AP2,0.5,0.45714285714285713,0.5,0.5,0.4714285714285714,0.48571428571428565,0.01807015805810503,175
EIF5,0.6285714285714286,0.6285714285714286,0.6857142857142857,0.6142857142857143,0.5571428571428572,0.6228571428571428,0.04100771455544949,175
COA5,0.44285714285714284,0.5428571428571428,0.5571428571428572,0.5428571428571428,0.5285714285714286,0.5228571428571428,0.0410077145554495,175
ERVW-1,0.5285714285714286,0.35714285714285715,0.5142857142857142,0.45714285714285713,0.4714285714285714,0.46571428571428564,0.060339177376979636,175
POLR3C,0.6714285714285714,0.6714285714285714,0.6,0.6285714285714286,0.6857142857142857,0.6514285714285715,0.03207134902949092,175
RACGAP1,0.5428571428571428,0.5571428571428572,0.5142857142857142,0.5285714285714286,0.6142857142857143,0.5514285714285714,0.034522988495984515,175
MRPL3,0.7142857142857143,0.7142857142857143,0.6571428571428571,0.8,0.7571428571428571,0.7285714285714286,0.04780914437337575,175
FXN,0.6142857142857143,0.6428571428571429,0.5857142857142857,0.6521739130434783,0.5362318840579711,0.6062525879917184,0.042042629530697165,174
DDX56,0.9142857142857143,0.9,0.9285714285714286,0.8985507246376812,0.8840579710144928,0.9050931677018633,0.015145659868882324,174
RIOK2,0.8857142857142857,0.9285714285714286,0.8857142857142857,0.8260869565217391,0.8840579710144928,0.8820289855072465,0.03264043281213838,174
BUD13,0.7,0.7142857142857143,0.7428571428571429,0.7391304347826086,0.7101449275362319,0.7212836438923396,0.016792613381141058,174
UBE2N,0.6,0.5,0.5142857142857142,0.5652173913043478,0.6086956521739131,0.557639751552795,0.04395549969541943,174
CDC37,0.4857142857142857,0.5285714285714286,0.5714285714285714,0.463768115942029,0.463768115942029,0.5026501035196687,0.041744059651757724,174
BRF2,0.5571428571428572,0.5142857142857142,0.6,0.463768115942029,0.4782608695652174,0.5226915113871635,0.05035911739572868,174
SCAF1,0.7142857142857143,0.7571428571428571,0.6714285714285714,0.5507246376811594,0.6521739130434783,0.6691511387163562,0.06942322588618405,174
USP36,0.6142857142857143,0.6285714285714286,0.5714285714285714,0.5072463768115942,0.5942028985507246,0.5831469979296067,0.04255222038799877,174
RPS27,0.8857142857142857,0.8285714285714286,0.7857142857142857,0.8405797101449275,0.7681159420289855,0.8217391304347826,0.04163581152474009,174
CMPK1,0.4857142857142857,0.4927536231884058,0.5217391304347826,0.463768115942029,0.5507246376811594,0.5029399585921326,0.030238065114246464,173
OLFML3,0.5428571428571428,0.5072463768115942,0.5507246376811594,0.4782608695652174,0.5507246376811594,0.5259627329192547,0.02876628128702317,173
GTF2A2,0.8142857142857143,0.7681159420289855,0.782608695652174,0.7101449275362319,0.7681159420289855,0.7686542443064182,0.03376648472207388,173
SRRM2,0.6285714285714286,0.5652173913043478,0.7101449275362319,0.5217391304347826,0.6811594202898551,0.6213664596273292,0.07012424499715739,173
KLF7,0.44285714285714284,0.4057971014492754,0.391304347826087,0.42028985507246375,0.391304347826087,0.41031055900621116,0.019502358300004987,173
BCL2L1,0.5,0.5362318840579711,0.5217391304347826,0.5217391304347826,0.5072463768115942,0.5173913043478262,0.01263448969142225,173
TMA16,0.7101449275362319,0.6956521739130435,0.7391304347826086,0.6811594202898551,0.75,0.7152173913043478,0.025884885651437307,172
CSNK1A1,0.5507246376811594,0.7681159420289855,0.7391304347826086,0.6376811594202898,0.6617647058823529,0.6714833759590794,0.07711509924029074,172
NARS,0.7971014492753623,0.855072463768116,0.8115942028985508,0.8695652173913043,0.8382352941176471,0.8343137254901961,0.026795155549189296,172
PCBP2,0.463768115942029,0.4782608695652174,0.4492753623188406,0.43478260869565216,0.5588235294117647,0.47698209718670076,0.043411345461121964,172
HS6ST1,0.5797101449275363,0.43478260869565216,0.5072463768115942,0.43478260869565216,0.5882352941176471,0.5089514066496164,0.06677973069928779,172
SFSWAP,0.7246376811594203,0.7391304347826086,0.6231884057971014,0.6376811594202898,0.7205882352941176,0.6890451832907075,0.04846792865645142,172
UBA2,0.6376811594202898,0.6956521739130435,0.7536231884057971,0.6521739130434783,0.6470588235294118,0.677237851662404,0.043075546642229644,172
GRSF1,0.6231884057971014,0.7536231884057971,0.7246376811594203,0.5362318840579711,0.6323529411764706,0.6540068201193521,0.07771967583657993,172
SRP68,0.7971014492753623,0.7681159420289855,0.75,0.7352941176470589,0.7352941176470589,0.757161125319693,0.023336029018547404,171
CDC73,0.7681159420289855,0.7391304347826086,0.8088235294117647,0.8088235294117647,0.8676470588235294,0.7985080988917306,0.04345665009616734,171
PPP4C,0.6231884057971014,0.5942028985507246,0.5735294117647058,0.7794117647058824,0.6029411764705882,0.6346547314578006,0.07411407472537916,171
MEX3A,0.5362318840579711,0.5652173913043478,0.7205882352941176,0.6029411764705882,0.5588235294117647,0.5967604433077579,0.06552770952985322,171
STIL,0.6086956521739131,0.5942028985507246,0.6176470588235294,0.4264705882352941,0.6617647058823529,0.5817561807331628,0.08085021999969734,171
MRPL35,0.8115942028985508,0.8260869565217391,0.8529411764705882,0.7205882352941176,0.8088235294117647,0.8040068201193522,0.044545556490290496,171
HDAC7,0.8695652173913043,0.7246376811594203,0.75,0.7352941176470589,0.75,0.7658994032395567,0.052709384905744255,171
RTCB,0.6086956521739131,0.5507246376811594,0.5735294117647058,0.6617647058823529,0.5882352941176471,0.5965899403239556,0.03768159339031751,171
MRPL50,0.6521739130434783,0.7101449275362319,0.6470588235294118,0.75,0.7941176470588235,0.7106990622335891,0.05653106073456669,171
PSMA1,0.6764705882352942,0.6176470588235294,0.5882352941176471,0.6176470588235294,0.6617647058823529,0.6323529411764706,0.03221897397089212,170
CYS1,0.4117647058823529,0.5,0.5441176470588235,0.5441176470588235,0.38235294117647056,0.4764705882352941,0.06745497024223361,170
ALG13,0.5588235294117647,0.5735294117647058,0.6323529411764706,0.5882352941176471,0.5588235294117647,0.5823529411764706,0.027275348516163825,170
SDC1,0.6323529411764706,0.5882352941176471,0.6617647058823529,0.6176470588235294,0.6470588235294118,0.6294117647058823,0.025300956667772424,170
MRPL55,0.7205882352941176,0.6911764705882353,0.7205882352941176,0.6764705882352942,0.75,0.7117647058823529,0.02564058202082748,170
DNMT1,0.6029411764705882,0.5441176470588235,0.5588235294117647,0.5147058823529411,0.47058823529411764,0.5382352941176471,0.044215577583449725,170
NDUFA6,0.7205882352941176,0.6176470588235294,0.5882352941176471,0.5970149253731343,0.746268656716418,0.6539508340649693,0.06609284016834635,169
TARDBP,0.6029411764705882,0.5882352941176471,0.5882352941176471,0.6268656716417911,0.5373134328358209,0.5887181738366989,0.029327253999400033,169
TWISTNB,0.9264705882352942,0.8970588235294118,0.9264705882352942,0.8805970149253731,0.8656716417910447,0.8992537313432836,0.0243399343658305,169
GRB2,0.6323529411764706,0.6617647058823529,0.5,0.582089552238806,0.5970149253731343,0.5946444249341527,0.054859594573067195,169
C19orf53,0.5147058823529411,0.5882352941176471,0.5882352941176471,0.34328358208955223,0.47761194029850745,0.502414398595259,0.09035409397346607,169
AKIRIN2,0.6764705882352942,0.6617647058823529,0.6470588235294118,0.5223880597014925,0.6268656716417911,0.6269095697980684,0.05477575282154655,169
SNRNP200,0.7352941176470589,0.6764705882352942,0.7352941176470589,0.8208955223880597,0.7164179104477612,0.7368744512730465,0.04718396344622413,169
RABGGTB,0.5441176470588235,0.6617647058823529,0.7352941176470589,0.5671641791044776,0.6119402985074627,0.6240561896400351,0.06865781105630367,169
RPL15,0.7941176470588235,0.8805970149253731,0.746268656716418,0.746268656716418,0.7910447761194029,0.7916593503072871,0.049065179590806585,168
KRTAP4-7,0.6029411764705882,0.4626865671641791,0.5522388059701493,0.5074626865671642,0.5074626865671642,0.526558384547849,0.04754516876607201,168
