Gene,cv1,cv2,cv3,cv4,cv5,cv_mean,cv_std,counts
TRRAP,0.8830409356725146,0.8538011695906432,0.8947368421052632,0.8771929824561403,0.8529411764705882,0.87234262125903,0.016490497580074096,427
ANAPC15,0.45294117647058824,0.5117647058823529,0.5,0.4260355029585799,0.4319526627218935,0.46453880960668287,0.035118792659047354,424
RPS19,0.8875739644970414,0.9349112426035503,0.8816568047337278,0.8520710059171598,0.8869047619047619,0.8886235559312482,0.026575290656314733,422
ESPN,0.5621301775147929,0.47928994082840237,0.5297619047619048,0.5476190476190477,0.5595238095238095,0.5356649760495914,0.03041559303137018,421
HSPA9,0.9166666666666666,0.9226190476190477,0.9047619047619048,0.9047619047619048,0.9285714285714286,0.9154761904761906,0.009523809523809537,420
PHB2,0.8554216867469879,0.8313253012048193,0.8795180722891566,0.8433734939759037,0.8072289156626506,0.8433734939759037,0.02409638554216864,415
NLE1,0.8554216867469879,0.9272727272727272,0.9151515151515152,0.8484848484848485,0.8787878787878788,0.8850237312887914,0.03144174892132418,413
PHAX,0.7333333333333333,0.7636363636363637,0.6606060606060606,0.7575757575757576,0.725609756097561,0.7281522542498152,0.036662407776936176,412
POLR2A,0.7621951219512195,0.7804878048780488,0.7865853658536586,0.7378048780487805,0.75,0.7634146341463415,0.018251987252555828,410
BUB3,0.5670731707317073,0.6341463414634146,0.5975609756097561,0.6319018404907976,0.6380368098159509,0.6137438276223253,0.027481484312495807,409
SUPT5H,0.9263803680981595,0.8834355828220859,0.8271604938271605,0.8950617283950617,0.9074074074074074,0.887889116109975,0.03353143619022785,406
RARS,0.808641975308642,0.8333333333333334,0.7777777777777778,0.7515527950310559,0.8695652173913043,0.8081742197684226,0.04130855554175205,404
PSMB7,0.7345679012345679,0.7222222222222222,0.6666666666666666,0.7329192546583851,0.7018633540372671,0.7116478797638218,0.02533243757689871,404
RPS29,0.7222222222222222,0.7142857142857143,0.6956521739130435,0.6645962732919255,0.7204968944099379,0.7034506556245687,0.021590849028718825,403
SNRPG,0.8074534161490683,0.7888198757763976,0.7763975155279503,0.7391304347826086,0.7625,0.774860248447205,0.023190275083632268,402
QARS,0.86875,0.90625,0.83125,0.875,0.86875,0.8700000000000001,0.023848480035423628,400
RPL23,0.90625,0.8679245283018868,0.9308176100628931,0.8616352201257862,0.9119496855345912,0.8957154088050314,0.026610096524730904,398
DNAJC19,0.825,0.8050314465408805,0.8805031446540881,0.8742138364779874,0.8930817610062893,0.855566037735849,0.03424925331155462,398
RPAP2,0.89375,0.8553459119496856,0.8805031446540881,0.8553459119496856,0.8679245283018868,0.8705738993710692,0.014876316218247972,398
FAM32A,0.7232704402515723,0.7232704402515723,0.7658227848101266,0.7278481012658228,0.689873417721519,0.7260170368601225,0.024121770901049944,396
PSMA4,0.7756410256410257,0.7419354838709677,0.7354838709677419,0.7741935483870968,0.7741935483870968,0.7602894954507858,0.01774544224503408,388
RPL11,0.8516129032258064,0.8064516129032258,0.8,0.8064516129032258,0.8116883116883117,0.815240888144114,0.018559804258228355,387
RPL37A,0.8258064516129032,0.8,0.7727272727272727,0.7922077922077922,0.8116883116883117,0.8004859656472559,0.01792165682681253,386
RPL8,0.7987012987012987,0.8571428571428571,0.8441558441558441,0.803921568627451,0.7843137254901961,0.8176470588235294,0.028003841891849818,384
RPL37,0.7973856209150327,0.7189542483660131,0.7908496732026143,0.7320261437908496,0.7960526315789473,0.7670536635706914,0.03425696641923978,382
CADM4,0.477124183006536,0.45751633986928103,0.5328947368421053,0.5131578947368421,0.46710526315789475,0.4895596835225319,0.028706866628738736,381
SF3B3,0.6209150326797386,0.6601307189542484,0.625,0.6381578947368421,0.6578947368421053,0.6404196766425868,0.016230934287695644,381
EIF3A,0.8552631578947368,0.8947368421052632,0.8618421052631579,0.8543046357615894,0.8741721854304636,0.8680637852910422,0.01510393373899794,379
PSTK,0.5,0.5657894736842105,0.45394736842105265,0.5099337748344371,0.5695364238410596,0.519841408156152,0.04339282534696582,379
PRODH,0.5592105263157895,0.5,0.5526315789473685,0.5695364238410596,0.543046357615894,0.5448849773440224,0.024045651240163227,379
SLC7A5,0.5921052631578947,0.7086092715231788,0.6556291390728477,0.6357615894039735,0.7218543046357616,0.6627919135587312,0.047678386377299695,378
PSMD7,0.7133333333333334,0.7315436241610739,0.7248322147651006,0.6711409395973155,0.7516778523489933,0.7185055928411632,0.026760335767133096,373
PSMA3,0.7583892617449665,0.7449664429530202,0.7516778523489933,0.7718120805369127,0.7635135135135135,0.7580718302194813,0.00928591715495898,372
EIF4G1,0.7449664429530202,0.8053691275167785,0.7248322147651006,0.825503355704698,0.7905405405405406,0.7782423362960275,0.037631472851442534,372
EIF3H,0.777027027027027,0.8040540540540541,0.8175675675675675,0.7891156462585034,0.7891156462585034,0.795375988233131,0.014020293580168307,369
NAA38,0.8175675675675675,0.8571428571428571,0.8979591836734694,0.8979591836734694,0.8639455782312925,0.8669148740577313,0.02988967717844831,368
CDC27,0.6326530612244898,0.6190476190476191,0.5958904109589042,0.6095890410958904,0.5684931506849316,0.605134656602367,0.021903107960196632,366
KPNB1,0.7210884353741497,0.6802721088435374,0.6506849315068494,0.6575342465753424,0.6986301369863014,0.6816419718572361,0.0260231378916633,366
RPL30,0.821917808219178,0.7876712328767124,0.8972602739726028,0.8287671232876712,0.8013698630136986,0.8273972602739725,0.037863767016671934,365
WDR3,0.863013698630137,0.8972602739726028,0.8835616438356164,0.9246575342465754,0.910958904109589,0.8958904109589042,0.021397944317552483,365
EGLN2,0.5448275862068965,0.5724137931034483,0.5448275862068965,0.6413793103448275,0.6041666666666666,0.581522988505747,0.03707181669512601,362
TPX2,0.7103448275862069,0.6551724137931034,0.6805555555555556,0.6597222222222222,0.6875,0.6786590038314178,0.01997985564540939,361
DHX15,0.8819444444444444,0.8541666666666666,0.8194444444444444,0.9020979020979021,0.8671328671328671,0.8649572649572649,0.02778696918150625,359
EIF4E,0.8531468531468531,0.8601398601398601,0.8811188811188811,0.9020979020979021,0.8732394366197183,0.8739485866246429,0.01713296834345525,357
LSM2,0.8951048951048951,0.8391608391608392,0.8951048951048951,0.8111888111888111,0.8591549295774648,0.859942874027381,0.03250294732921501,357
NACA,0.8380281690140845,0.8591549295774648,0.823943661971831,0.8652482269503546,0.8723404255319149,0.8517430826091299,0.01801378126506022,354
INTS2,0.9366197183098591,0.9084507042253521,0.9014084507042254,0.9148936170212766,0.9290780141843972,0.9180901008890221,0.013003798601897256,354
PSMD4,0.8297872340425532,0.8439716312056738,0.8652482269503546,0.8581560283687943,0.8571428571428571,0.8508611955420464,0.012579654058900725,352
GNL2,0.8936170212765957,0.8581560283687943,0.8571428571428571,0.8785714285714286,0.8428571428571429,0.8660688956433636,0.017867767934175705,351
CDK1,0.6762589928057554,0.6258992805755396,0.6906474820143885,0.6762589928057554,0.7681159420289855,0.6874361380460849,0.04594820013797945,347
KRT8,0.5251798561151079,0.48201438848920863,0.49640287769784175,0.5107913669064749,0.5579710144927537,0.5144719007402774,0.026078187168966885,347
WDR4,0.5179856115107914,0.5179856115107914,0.4892086330935252,0.5683453237410072,0.5,0.5187050359712231,0.027148147142608936,347
RPL4,0.782608695652174,0.7971014492753623,0.7391304347826086,0.8115942028985508,0.7898550724637681,0.7840579710144927,0.024423622530945995,345
OXA1L,0.8405797101449275,0.7753623188405797,0.7971014492753623,0.8029197080291971,0.7737226277372263,0.7979371628054587,0.024248209444076938,344
COG2,0.5652173913043478,0.6204379562043796,0.6642335766423357,0.6131386861313869,0.656934306569343,0.6239923833703586,0.03546677410928023,343
EIF4G2,0.583941605839416,0.656934306569343,0.6131386861313869,0.6861313868613139,0.6764705882352942,0.6433233147273508,0.0388685760832256,342
HIRA,0.5766423357664233,0.5620437956204379,0.5220588235294118,0.5220588235294118,0.5367647058823529,0.5439136968656075,0.021937380583473814,341
SMC4,0.6470588235294118,0.5808823529411765,0.6544117647058824,0.6029411764705882,0.6617647058823529,0.6294117647058823,0.03174563697782779,340
RPL13,0.6888888888888889,0.7925925925925926,0.7185185185185186,0.7333333333333333,0.7611940298507462,0.738905472636816,0.035573647314485424,337
POLR2F,0.7481481481481481,0.7703703703703704,0.7037037037037037,0.7037037037037037,0.7761194029850746,0.7404090657822001,0.03139225561268921,337
DPH1,0.5149253731343284,0.5074626865671642,0.5223880597014925,0.5746268656716418,0.47761194029850745,0.5194029850746269,0.03152046579394459,335
HNRNPC,0.7686567164179104,0.7611940298507462,0.753731343283582,0.7969924812030075,0.7218045112781954,0.7604758164066884,0.024256411611946548,334
ARCN1,0.5895522388059702,0.5939849624060151,0.5413533834586466,0.6240601503759399,0.631578947368421,0.5961059364829986,0.03189063850916507,333
SF3A1,0.5488721804511278,0.5037593984962406,0.556390977443609,0.5488721804511278,0.5303030303030303,0.5376395534290271,0.0190034164931351,332
VPS41,0.5789473684210527,0.5037593984962406,0.5112781954887218,0.5338345864661654,0.5984848484848485,0.5452608794714058,0.037350572474700194,332
CNOT3,0.8120300751879699,0.8045112781954887,0.7894736842105263,0.7819548872180451,0.8106060606060606,0.799715197083618,0.011946436434954383,332
BDP1,0.8120300751879699,0.7894736842105263,0.7727272727272727,0.803030303030303,0.7878787878787878,0.7930280246069719,0.01350845662063905,331
ZNF718,0.4696969696969697,0.5,0.44696969696969696,0.5227272727272727,0.48484848484848486,0.48484848484848486,0.025802100554433938,330
RPL34,0.8484848484848485,0.7651515151515151,0.7348484848484849,0.8106060606060606,0.8333333333333334,0.7984848484848486,0.04247832051174603,330
ABCF1,0.6515151515151515,0.6212121212121212,0.6590909090909091,0.6641221374045801,0.6259541984732825,0.6443789035392088,0.017511904443247628,329
DHX16,0.6893939393939394,0.7786259541984732,0.7175572519083969,0.7099236641221374,0.6870229007633588,0.7165047420772611,0.03318926919592176,328
CCNK,0.5954198473282443,0.6946564885496184,0.6717557251908397,0.6335877862595419,0.6307692307692307,0.645237815619495,0.03456095443859632,327
RIOK1,0.9083969465648855,0.8015267175572519,0.8769230769230769,0.8692307692307693,0.8692307692307693,0.8650616559013505,0.03490012070994368,326
FBXO5,0.5725190839694656,0.5877862595419847,0.5384615384615384,0.5307692307692308,0.5538461538461539,0.5566764533176747,0.021117702942188427,326
EIF2B4,0.823076923076923,0.8769230769230769,0.8846153846153846,0.8449612403100775,0.875968992248062,0.8611091234347047,0.02336939680110719,324
INTS8,0.8384615384615385,0.9069767441860465,0.8294573643410853,0.7906976744186046,0.7674418604651163,0.8266070363744783,0.04774503919661156,323
SF3A2,0.7209302325581395,0.689922480620155,0.6953125,0.703125,0.7109375,0.7040455426356589,0.011037809050751716,321
EEF2,0.5891472868217055,0.6589147286821705,0.6953125,0.65625,0.71875,0.6636749031007751,0.04396898422935999,321
VPS54,0.627906976744186,0.6511627906976745,0.5859375,0.609375,0.5703125,0.6089389534883721,0.028857921765567895,321
POLR2B,0.8359375,0.7578125,0.765625,0.796875,0.765625,0.784375,0.029064180058966053,320
ALYREF,0.4921875,0.5625,0.609375,0.5590551181102362,0.5511811023622047,0.5548597440944881,0.03738777978086094,319
EIF2B2,0.890625,0.890625,0.875,0.8818897637795275,0.8976377952755905,0.8871555118110237,0.007866861291996511,319
SMN2,0.8828125,0.90625,0.9140625,0.8740157480314961,0.9212598425196851,0.8996801181102363,0.0182147039213242,319
LTV1,0.828125,0.8661417322834646,0.8818897637795275,0.8818897637795275,0.7952755905511811,0.8506643700787402,0.03395744179249529,318
UQCRC1,0.6299212598425197,0.5826771653543307,0.5238095238095238,0.5714285714285714,0.6031746031746031,0.5822022247219099,0.035335397732409186,316
NUP107,0.7401574803149606,0.6771653543307087,0.6904761904761905,0.7301587301587301,0.7936507936507936,0.7263217097862767,0.04108675052077029,316
PSMC1,0.7952755905511811,0.7795275590551181,0.753968253968254,0.7063492063492064,0.7619047619047619,0.7594050743657043,0.03014080591589861,316
CACNB3,0.5118110236220472,0.4645669291338583,0.5079365079365079,0.48412698412698413,0.5396825396825397,0.5016247969003874,0.025579084080379566,316
CKAP5,0.5952380952380952,0.5238095238095238,0.4365079365079365,0.6349206349206349,0.5873015873015873,0.5555555555555556,0.06937070915368938,315
RPS15A,0.8492063492063492,0.753968253968254,0.8412698412698413,0.832,0.824,0.8200888888888889,0.034133763224806095,314
ZNF574,0.5555555555555556,0.5555555555555556,0.6111111111111112,0.528,0.472,0.5444444444444445,0.045188439469939626,314
DDX47,0.9206349206349206,0.904,0.864,0.904,0.904,0.8993269841269841,0.018801782882390785,313
WBP11,0.744,0.712,0.656,0.736,0.6935483870967742,0.7083096774193548,0.03164923258148414,312
DLD,0.872,0.872,0.8225806451612904,0.8548387096774194,0.8387096774193549,0.852025806451613,0.019236351297434052,311
RPS28,0.7983870967741935,0.8064516129032258,0.8709677419354839,0.8536585365853658,0.7723577235772358,0.8203645423551009,0.03647027893762912,309
RPL18,0.7661290322580645,0.8617886178861789,0.7967479674796748,0.7235772357723578,0.7967479674796748,0.7889981641751902,0.04521385655238759,308
SRRT,0.8943089430894309,0.9186991869918699,0.8861788617886179,0.9105691056910569,0.9344262295081968,0.9088364654138346,0.017201902526085208,307
PCID2,0.4878048780487805,0.5934959349593496,0.4715447154471545,0.5203252032520326,0.639344262295082,0.5425029988004798,0.0640270674932728,307
SIN3A,0.6097560975609756,0.6097560975609756,0.6178861788617886,0.6422764227642277,0.6229508196721312,0.6205251232840198,0.011982578101191656,307
LIN54,0.43902439024390244,0.5121951219512195,0.4344262295081967,0.4672131147540984,0.5163934426229508,0.4738504598160736,0.034903861984172176,306
SART1,0.7398373983739838,0.7804878048780488,0.7950819672131147,0.7213114754098361,0.7868852459016393,0.7647207783553245,0.02886248332125051,306
FOLR3,0.5655737704918032,0.6639344262295082,0.6147540983606558,0.49586776859504134,0.6115702479338843,0.5903400623221785,0.056570804888765376,304
SFPQ,0.8114754098360656,0.7933884297520661,0.7768595041322314,0.8181818181818182,0.8099173553719008,0.8019645034548166,0.01497008030642848,303
RAB4A,0.5163934426229508,0.5041322314049587,0.512396694214876,0.5206611570247934,0.6198347107438017,0.5346836472022762,0.04292310034763858,303
SLC25A10,0.7213114754098361,0.71900826446281,0.7272727272727273,0.71900826446281,0.7933884297520661,0.7359978322720498,0.028854074384517238,303
RPL7,0.8099173553719008,0.8181818181818182,0.8166666666666667,0.8583333333333333,0.85,0.8306198347107439,0.01960416597031591,301
DYNC1I2,0.6916666666666667,0.625,0.6666666666666666,0.6833333333333333,0.7666666666666667,0.6866666666666668,0.04612784167699351,300
NCL,0.5583333333333333,0.5966386554621849,0.5966386554621849,0.5882352941176471,0.5798319327731093,0.5839355742296919,0.014237547182242205,298
AATF,0.85,0.8907563025210085,0.8571428571428571,0.907563025210084,0.7563025210084033,0.8523529411764705,0.05249216014447308,298
CHEK1,0.6186440677966102,0.6779661016949152,0.6610169491525424,0.6101694915254238,0.6440677966101694,0.6423728813559323,0.025367168723891106,295
RPL31,0.8813559322033898,0.8983050847457628,0.847457627118644,0.9145299145299145,0.8974358974358975,0.8878168912067217,0.022745229339748055,294
DNAJA1,0.5213675213675214,0.48717948717948717,0.5641025641025641,0.5299145299145299,0.5258620689655172,0.525685234305924,0.024475067506869782,292
DDX41,0.7948717948717948,0.8461538461538461,0.7777777777777778,0.8717948717948718,0.853448275862069,0.8288093132920717,0.03608778826691883,292
NUP160,0.7350427350427351,0.7264957264957265,0.75,0.7241379310344828,0.6637931034482759,0.7198938992042441,0.02947799093086658,291
NUP54,0.8376068376068376,0.7863247863247863,0.7844827586206896,0.8620689655172413,0.8448275862068966,0.8230621868552903,0.03176418466338844,291
DYNC1H1,0.6752136752136753,0.6666666666666666,0.603448275862069,0.646551724137931,0.5948275862068966,0.6373415856174477,0.03266581942198552,291
AHCTF1,0.5775862068965517,0.5172413793103449,0.5517241379310345,0.5431034482758621,0.5172413793103449,0.5413793103448276,0.022742941307367082,290
U2SURP,0.8103448275862069,0.8103448275862069,0.8189655172413793,0.8448275862068966,0.8017241379310345,0.8172413793103448,0.014831595288004549,290
HARS,0.9224137931034483,0.896551724137931,0.9137931034482759,0.9130434782608695,0.9304347826086956,0.915247376311844,0.011300569242700753,289
IK,0.6293103448275862,0.45689655172413796,0.5517241379310345,0.5478260869565217,0.5391304347826087,0.5449775112443779,0.054695707159823706,289
MED22,0.8448275862068966,0.8620689655172413,0.8448275862068966,0.8173913043478261,0.8782608695652174,0.8494752623688158,0.020296771616988566,289
SUPT6H,0.896551724137931,0.9130434782608695,0.9043478260869565,0.8782608695652174,0.9043478260869565,0.8993103448275862,0.011747695822618549,288
MED30,0.9396551724137931,0.9565217391304348,0.8869565217391304,0.9652173913043478,0.9739130434782609,0.9444527736131934,0.03089845541082255,288
KAT8,0.7652173913043478,0.7391304347826086,0.6782608695652174,0.6695652173913044,0.7543859649122807,0.7213119755911518,0.03967416413932384,287
LIMS1,0.5652173913043478,0.6086956521739131,0.6347826086956522,0.5826086956521739,0.5877192982456141,0.5958047292143401,0.023918803146283217,287
UBA1,0.8173913043478261,0.8434782608695652,0.808695652173913,0.782608695652174,0.7631578947368421,0.8030663615560641,0.027861142557576997,287
PELO,0.7391304347826086,0.7304347826086957,0.6491228070175439,0.6491228070175439,0.6578947368421053,0.6851411136536993,0.040751356096691796,286
DDX24,0.8434782608695652,0.8521739130434782,0.8771929824561403,0.868421052631579,0.8596491228070176,0.8601830663615562,0.011837937509946904,286
DDX19B,0.5526315789473685,0.5175438596491229,0.543859649122807,0.5701754385964912,0.49122807017543857,0.5350877192982455,0.02773927772077527,285
WDR36,0.8859649122807017,0.8421052631578947,0.9035087719298246,0.8771929824561403,0.8947368421052632,0.8807017543859649,0.021198326269464187,285
NUMA1,0.7017543859649122,0.7280701754385965,0.6754385964912281,0.7079646017699115,0.6991150442477876,0.7024685607824871,0.016899847501919456,284
ASF1B,0.45614035087719296,0.5175438596491229,0.49122807017543857,0.504424778761062,0.49557522123893805,0.49298245614035086,0.020500391754642616,284
ZNF207,0.6052631578947368,0.6106194690265486,0.5929203539823009,0.49557522123893805,0.5221238938053098,0.5653004191895669,0.047200663415700374,283
CENPJ,0.8053097345132744,0.9026548672566371,0.8495575221238938,0.7168141592920354,0.7589285714285714,0.8066529709228825,0.06543332374230228,282
DYNLRB1,0.584070796460177,0.6106194690265486,0.6548672566371682,0.6548672566371682,0.6160714285714286,0.6240992414664982,0.02735605223573132,282
IGBP1,0.7079646017699115,0.6637168141592921,0.7767857142857143,0.7053571428571429,0.7142857142857143,0.7136219974715551,0.03627929688166963,281
POLR2D,0.5752212389380531,0.6106194690265486,0.6160714285714286,0.7053571428571429,0.6785714285714286,0.6371681415929205,0.047647233140899276,281
PSMD1,0.584070796460177,0.672566371681416,0.5357142857142857,0.6071428571428571,0.6160714285714286,0.6031131479140329,0.0445266743884148,281
NIP7,0.9196428571428571,0.8571428571428571,0.8482142857142857,0.8738738738738738,0.7927927927927928,0.8583333333333334,0.04098717097499076,279
GUCD1,0.6785714285714286,0.7232142857142857,0.6964285714285714,0.7837837837837838,0.7027027027027027,0.7169401544401544,0.03634012851237677,279
GOLT1B,0.6428571428571429,0.6696428571428571,0.6875,0.6756756756756757,0.6126126126126126,0.6576576576576576,0.02685878142412869,279
DNAJC8,0.5675675675675675,0.5225225225225225,0.5315315315315315,0.5765765765765766,0.5454545454545454,0.5487305487305487,0.020608898918986537,277
GPN3,0.8558558558558559,0.8918918918918919,0.8727272727272727,0.9090909090909091,0.8545454545454545,0.8768222768222766,0.02107593226534469,276
RPS9,0.8378378378378378,0.8558558558558559,0.8272727272727273,0.7545454545454545,0.8363636363636363,0.8223751023751023,0.03515845269379692,276
RPS3,0.8828828828828829,0.8468468468468469,0.8818181818181818,0.8818181818181818,0.9454545454545454,0.8877641277641277,0.031927866414570946,276
RPL10,0.7747747747747747,0.7567567567567568,0.7727272727272727,0.7545454545454545,0.7181818181818181,0.7553972153972154,0.020314430012435027,276
USP7,0.5495495495495496,0.5675675675675675,0.5545454545454546,0.5818181818181818,0.5181818181818182,0.5543325143325144,0.02126228341028637,276
TREX2,0.7090909090909091,0.7363636363636363,0.7,0.7181818181818181,0.7272727272727273,0.7181818181818181,0.012856486930664506,275
TSEN34,0.4818181818181818,0.4636363636363636,0.5272727272727272,0.5454545454545454,0.4909090909090909,0.5018181818181817,0.030096264285903344,275
RPL6,0.9181818181818182,0.9174311926605505,0.908256880733945,0.9174311926605505,0.908256880733945,0.9139115929941619,0.00462518168871831,273
PRELID3B,0.7,0.7798165137614679,0.7798165137614679,0.7431192660550459,0.8440366972477065,0.7693577981651376,0.0475282487908878,273
RPS20,0.7454545454545455,0.7614678899082569,0.7522935779816514,0.7339449541284404,0.7064220183486238,0.7399165971643036,0.019004547218713308,273
MED7,0.8073394495412844,0.908256880733945,0.8623853211009175,0.8532110091743119,0.8796296296296297,0.8621644580360177,0.03321306439465922,272
NOL11,0.8807339449541285,0.8623853211009175,0.8425925925925926,0.8240740740740741,0.8518518518518519,0.852327556914713,0.01898070926049505,271
PSMB5,0.75,0.6851851851851852,0.5925925925925926,0.6851851851851852,0.7222222222222222,0.687037037037037,0.05315814849780491,270
