PTBs,Nontargeting,GEARS,Causal,Conditional,Full,RandAvg
PHAX,0.4932850636459185,0.5780684339600607,0.6131028845030947,0.6842228191054537,0.6435828564755343,0.6613336447506715
NAA38,0.5002919537545253,0.5770174004437697,0.6441667639845848,0.6712600724045311,0.6564288216746468,0.6654209973140255
NUF2,0.5057806843396007,0.6359920588578769,0.6578301996963681,0.7022071703842111,0.6578301996963681,0.7230526684573164
RBM14,0.5023940207871074,0.5516758145509751,0.5637043092374168,0.6027093308419946,0.5679084433025808,0.5911479621627934
SUPT5H,0.5140721709681186,0.6435828564755343,0.7263809412589046,0.7089804974891977,0.7539413756860913,0.7433726497722761
RPL18,0.4696952002802756,0.4661917552259722,0.6372766553777881,0.4757678383744015,0.6305033282728015,0.6167815018101133
AATF,0.4586009576083148,0.4695784187784655,0.5703608548405933,0.5291369847016233,0.5862431390867686,0.5846665888123321
RPL7,0.4637393436879598,0.45182763050332825,0.6493051500642298,0.5248160691346491,0.6232628751605745,0.6379189536377438
PSMD7,0.4942193156603994,0.5578652341469111,0.6899451126941493,0.6879598271633773,0.6780333995095177,0.681536844563821
RPL4,0.4767020903888824,0.46035268013546654,0.6426486044610533,0.5075324068667523,0.6656545603176457,0.6246642531822959
PSMC2,0.508233095877613,0.5739810813967068,0.6598154852271401,0.6971855658063763,0.6967184397991358,0.7135349760597921
POLR2F,0.49818988672194325,0.5951185332243373,0.6669391568375569,0.6860913231344155,0.6563120401728366,0.6775662735022772
RPL14,0.47261473782552843,0.47530071236716104,0.6176573630736891,0.5027443652925376,0.6013079528202733,0.5976293355132547
NSRP1,0.5242321616255985,0.5872941726030597,0.5806376269998832,0.6614504262524816,0.6317879247927128,0.6571879014364125
POLA1,0.5033282728015882,0.5466542099731403,0.6440499824827747,0.5849585425668574,0.617540581571879,0.6356417143524467
RPS20,0.4671260072404531,0.4677099147495037,0.6059792128926778,0.5013429872708163,0.6056288683872475,0.5883452061193506
CNOT1,0.4756510568725914,0.47798668690879365,0.6097162209506014,0.6185916150881701,0.580404063996263,0.585425668574098
INTS9,0.49480322316944997,0.5487562770057223,0.6358752773560667,0.6647203083031648,0.6571295106855074,0.6678150181011329
SF3B2,0.5193273385495738,0.6218614971388532,0.6091323134415508,0.6835221300945931,0.6440499824827747,0.7107906107672545
GFM1,0.5188602125423333,0.573280392385846,0.5575148896414808,0.6496554945696602,0.6192923040990307,0.7014480906224454
NIP7,0.4959710381875511,0.5094009108957142,0.5992058857876912,0.5697769473315427,0.6385612518976994,0.6357584958542567
MED1,0.4972556347074623,0.5641714352446573,0.7512554011444588,0.7511386196426486,0.7388765619525867,0.7167464673595703
RPL5,0.4707462337965666,0.47775312390517344,0.5965199112460586,0.5808711900035034,0.6191755225972206,0.5716454513605045
RPA2,0.4944528786640196,0.5499240920238234,0.6634357117832536,0.6712600724045311,0.6834053485927829,0.6863248861380358
LSM6,0.49807310522013315,0.5787691229709214,0.6431157304682938,0.7017400443769707,0.6611000817470513,0.6842812098563588
CSE1L,0.4974891977110826,0.5452528319514189,0.6106504729650823,0.5774845264510101,0.6046946163727666,0.6100081747051267
POLR2E,0.508233095877613,0.5904472731519327,0.5572813266378606,0.6210440266261824,0.550507999532874,0.6264159757094476
SART1,0.5193273385495738,0.5940674997080463,0.6277005722293588,0.6848067266145043,0.6476702090388883,0.7005722293588696
MED10,0.49480322316944997,0.5850753240686675,0.7271984117715754,0.7332710498657012,0.750554712133598,0.7057106154385145
TPX2,0.4998248277472848,0.5719957958659349,0.674179609949784,0.6949667172719841,0.6696251313791896,0.7039588929113629
HSPA5,0.5171084900151816,0.6280509167347892,0.6806025925493402,0.7207754291720192,0.710265094009109,0.696893612051851
RFC3,0.4819572579703375,0.5554128226088988,0.6076141539180194,0.6049281793763868,0.6244306901786757,0.6178909260773093
RIOK1,0.4696952002802756,0.44470395889291137,0.5712951068550741,0.5186266495387131,0.5613686792012146,0.5731052201331309
EIF3M,0.5006422982599557,0.5825061310288451,0.6016582973257036,0.6023589863365643,0.6006072638094125,0.6468527385262175
EIF4E,0.5115029779282961,0.5516758145509751,0.5926661216863249,0.6003737008057923,0.6231460936587645,0.6421230877029078
LTV1,0.4609365876445171,0.46665888123321264,0.5964031297442485,0.5244657246292187,0.561952586710265,0.5725213126240802
CHMP6,0.5081163143758028,0.6553777881583557,0.627817353731169,0.6665888123321266,0.676281676982366,0.7073455564638561
INTS8,0.5062478103468411,0.5904472731519327,0.6904122387013897,0.7081630269765269,0.6900618941959593,0.6940324652575032
RPS15A,0.46572462921873176,0.46280509167347894,0.5934835921989957,0.4999416092490949,0.5959360037370081,0.5983884152750204
RPL37,0.4830082914866285,0.5049632138269298,0.6233796566623847,0.5626532757211258,0.6552610066565456,0.640137802172136
RPS24,0.46000233563003623,0.428821674646736,0.6076141539180194,0.7347892093892328,0.6029428938456148,0.6291603410019853
RPS11,0.46058624313908675,0.45439682354315075,0.5952353147261473,0.5122036669391569,0.5967534742496788,0.5783019969636809
KAT8,0.5245825061310289,0.6184748335863599,0.5821557865234147,0.6568959476818872,0.5802872824944528,0.6474950367861732
PSMC4,0.5021604577834871,0.5867102650940091,0.6683405348592782,0.673245357935303,0.6881933901669975,0.6957257970337498
NUP54,0.5116197594301063,0.5914983066682238,0.6414807894429523,0.6449842344972556,0.6697419128809996,0.6884269531706178
ORC1,0.4959710381875511,0.5646385612518977,0.6225621861497139,0.6685740978628986,0.6358752773560667,0.6495971038187551
