PTBs,Nontargeting,GEARS,Causal,Conditional,Full,RandAvg
PHAX,0.9926156020116491,0.9934210085003188,0.9938126653008386,0.9953243510677898,0.9926545146016434,0.9939123145790407
NAA38,0.9826856272468057,0.9834473259463655,0.9867599055582181,0.9886130906344893,0.987366884828384,0.9882271824051636
NUF2,0.9977413584295375,0.9978686161315837,0.9976833777607956,0.9983086561831452,0.997378781651179,0.9972123137513559
RBM14,0.98976088152751,0.9897928024484318,0.9892949731475722,0.9905860575286709,0.9889377350022319,0.9875404045683498
SUPT5H,0.9658727395929877,0.966738947288769,0.9825393393059081,0.9819521265515094,0.9821976472683268,0.9799935975424714
RPL18,0.9874114929838403,0.9871316625498232,0.9917362751115403,0.9866274713884116,0.9920811840831701,0.992613906474002
AATF,0.9915801549260858,0.9917958968834848,0.9938397397770949,0.9929603191669977,0.9935678685857038,0.9940877800618774
RPL7,0.9869339013546958,0.9865524791961339,0.9914882909882377,0.9881565661502273,0.991315357863225,0.9934542040892902
PSMD7,0.986724303517846,0.9869240691745401,0.9897345645780669,0.9894875123990053,0.9897598550805881,0.9904288790095309
RPL4,0.9880078292547698,0.9880607951241644,0.992842920228916,0.9888599646675935,0.9935869194756524,0.9935232379787857
PSMC2,0.9887108384886106,0.9887019639110932,0.9920703818074654,0.992392513604093,0.9923951365250339,0.9921317787632055
POLR2F,0.9924302262227562,0.9926931002598546,0.9939906599755988,0.9943239993945545,0.9929634411461113,0.9936010252665991
RPL14,0.9814122506196911,0.981253306758971,0.9870240516160815,0.9828809656339048,0.9860219541704083,0.9888237016468941
NSRP1,0.9876689454041216,0.9881625276734878,0.9891197183326399,0.9912139671282173,0.989159698441046,0.9889130500311557
POLA1,0.9934184035425697,0.9933180658760877,0.994359506612263,0.993339721873997,0.9931809397663482,0.9930703673274817
RPS20,0.9923480533810775,0.9921691318741077,0.9947323916911756,0.9925896367531868,0.9947165533777942,0.9941827941953287
CNOT1,0.9779027184695153,0.9775776647814192,0.9814783930079696,0.9510023599922958,0.9798092513214045,0.9756272706148257
INTS9,0.9779422761954757,0.9797336962986614,0.9786037642774399,0.9861868506234812,0.9851007682333703,0.9855329877249843
SF3B2,0.9911673502409284,0.9914567274825974,0.9921943073196867,0.9940711048955105,0.9908615502392905,0.9935179648022635
GFM1,0.9958332267849535,0.9961889085805434,0.9951189174620959,0.9959723749260021,0.9950592241126058,0.9952660356342325
NIP7,0.9940613782273242,0.9938324799881354,0.9954184252505429,0.9947149898142549,0.9960920822452681,0.9957085176454363
MED1,0.9752610165234363,0.9763917314501708,0.9912294127567347,0.9883867105815527,0.9880262297216407,0.9880202000653376
RPL5,0.9873642362283038,0.9871963432021524,0.9907150795776136,0.9912993848761027,0.991242743231516,0.9911632933643226
RPA2,0.9883902778175297,0.9886847238129196,0.9916786116995737,0.9926751485948523,0.9927108810043236,0.9920875877008337
LSM6,0.9823281435001225,0.9829145879343562,0.9869923495550093,0.9892226108893369,0.9874259851517502,0.9882608548131284
CSE1L,0.9750807242400064,0.9759566823902778,0.9793604338992364,0.9779335509445677,0.9784971241990312,0.9787947155638638
POLR2E,0.9968188902038859,0.9969704357439975,0.9962150262890809,0.9966295905030208,0.9958609214774387,0.99409357222414
SART1,0.9886409400954179,0.9888600096151522,0.9908648076338935,0.9922891823347673,0.9904556682958054,0.9917668975623046
MED10,0.9888122777919506,0.9889082201149892,0.9943536829623513,0.9935256810388742,0.9853841649857589,0.9929287549659875
TPX2,0.9963418426120033,0.9962626157011506,0.9971593226939006,0.997619632951565,0.9962289986953938,0.996702259689088
HSPA5,0.9769307853381292,0.9772129134030888,0.9835599248587483,0.9845028309407798,0.9853111108376585,0.9810858702804404
RFC3,0.9942876838565725,0.9944606746720025,0.9946099296081431,0.9950474716362668,0.9940712391361969,0.9924768018577435
RIOK1,0.991799572717173,0.9912991331542768,0.9940422814106736,0.9923958484121329,0.9940411408137955,0.9939189263321189
EIF3M,0.9897423773617936,0.9904061643967491,0.9912140728116325,0.9914707502758463,0.9911611209595459,0.9914876580447755
EIF4E,0.9883871376212305,0.9887032217543157,0.989407560725319,0.9896343517800236,0.9892392176526618,0.9902769536589733
LTV1,0.9897051230067895,0.9895474008316458,0.9923923267722088,0.9906504246551656,0.9918029246741598,0.9923844824931289
CHMP6,0.993272305069572,0.9941789717635756,0.9948617648017599,0.9951486926310589,0.9947847010014056,0.9942104440778069
INTS8,0.9705006439888185,0.9718999472404324,0.97943913159026,0.9808796418903241,0.9793209288394696,0.9776708413475156
RPS15A,0.9895100113190228,0.9894199518081717,0.992211776082764,0.9896129958095866,0.9922411601861327,0.9931134712571106
RPL37,0.9946153861563104,0.9945050025907815,0.9962799724755355,0.9948807122695014,0.9966326350066301,0.9964592002185702
RPS24,0.9824355216543768,0.9818343461958099,0.9864224298553544,0.9924411852320145,0.9877306226218145,0.9906837051050756
RPS11,0.9856734739911756,0.9857000140592784,0.98988975033513,0.9867882192038361,0.9897235011523549,0.990896078407975
KAT8,0.9937983774187401,0.9940042099281529,0.9932171144836321,0.9941012287993262,0.992035453838571,0.9918037767500618
PSMC4,0.9798605248110493,0.9806223266254993,0.9853376500531321,0.985878473900806,0.984776302475744,0.9866450758295693
NUP54,0.989903330391383,0.9903928202404104,0.9891016496642291,0.9925011949550242,0.9830129211451094,0.9924135791403889
ORC1,0.9962070869985001,0.9962130700240582,0.9968216990852108,0.9971205126579961,0.9962756828240457,0.9950849430325879
PSMD12,0.9895736180221446,0.9905113139890334,0.9914202452675689,0.9911653213524941,0.9912458102939206,0.990895165372303
