,ptb,mmd,braycurtis,canberra,chebyshev,cityblock,correlation,cosine,euclidean,jensenshannon,minkowski_p1.5,sqeuclidean,mode
0,TPX2,0.20058369636535645,0.040558871781436905,47.068562765186286,0.437261,2.3117423,0.038276851177215576,0.03832441568374634,0.4497852921485901,inf,0.5676611998316775,0.2023068,train
1,POLR2D,0.2299204170703888,0.046735534051475035,37.318302015905275,1.1125517,2.6453338,0.22613447904586792,0.22644734382629395,1.1158959865570068,inf,1.1764819563616804,1.245224,train
2,MRPS35,0.19747783243656158,0.03993597702424481,36.43561767791135,0.7260419,2.2622948,0.10303235054016113,0.10331308841705322,0.7333160042762756,inf,0.8103539482883768,0.5377524,train
3,PRPF4B,0.20263531804084778,0.032217015034396966,40.56908005486858,0.23550105,1.8410454,0.01159137487411499,0.011593341827392578,0.25179344415664673,inf,0.3675086093113208,0.06339993,train
4,POLR3E,0.19004687666893005,0.032799841664750015,37.3217475679278,0.30701405,1.8663609,0.021476447582244873,0.02169746160507202,0.34184756875038147,inf,0.4561751480776406,0.11685974,train
5,CCNK,0.20224177837371826,0.032167030118538525,41.691394299861216,0.13240099,1.8384836,0.004739224910736084,0.004929304122924805,0.16557106375694275,inf,0.30755391902534585,0.027413778,train
6,EIF3E,0.2341659516096115,0.03330492557074733,38.25263871895991,0.49085948,1.8952649,0.04700809717178345,0.047055602073669434,0.4971456527709961,inf,0.5728189409495869,0.24715385,train
7,HSPA5,0.2541038990020752,0.052941824796936786,36.151550543171126,1.4787493,3.013229,0.35608720779418945,0.35649174451828003,1.4811758995056152,inf,1.533672214537813,2.1938822,train
8,RPL11,0.22660642862319946,0.03560934850506235,37.526931460725464,0.5995475,2.0248218,0.07000166177749634,0.07013285160064697,0.6046806573867798,inf,0.6748813828380933,0.3656387,train
9,EIF3M,0.2299749106168747,0.036983667971625236,38.83779761836245,0.6110911,2.101029,0.07287967205047607,0.07300949096679688,0.6168451309204102,inf,0.6924060408249378,0.38049793,train
10,RPL19,0.2822243273258209,0.038038649195812464,34.931496950023885,0.77590287,2.1561007,0.11622762680053711,0.11641120910644531,0.7797151803970337,inf,0.8405121357311911,0.60795575,train
11,PHB2,0.2705687880516052,0.052885643429863856,34.22167778507425,1.681013,3.0202804,0.4254888892173767,0.4258522391319275,1.6826703548431396,inf,1.72347843109451,2.8313794,train
12,RPL23,0.26481491327285767,0.0424725767375158,38.719030484836935,0.69481355,2.40656,0.09608703851699829,0.09629929065704346,0.7077687978744507,inf,0.8032663144119349,0.5009367,train
13,MAK16,0.22863508760929108,0.03480430890636505,36.084031357770534,0.48662767,1.9802684,0.04632556438446045,0.04636406898498535,0.4935747981071472,inf,0.5754458877523608,0.24361607,train
14,SNRPG,0.2213776409626007,0.05845134580712677,50.76807563004914,1.1437211,3.298305,0.2390802502632141,0.23943454027175903,1.1502281427383423,inf,1.2483487668805382,1.3230244,train
15,EXOSC2,0.2635694742202759,0.048607634642181104,41.18630092361387,1.1452821,2.7441773,0.23831427097320557,0.23858636617660522,1.1487523317337036,inf,1.2119865664009881,1.3196318,train
16,MCM10,0.22787070274353027,0.027307034334780534,35.37197463376052,0.049054023,1.5666264,0.001739799976348877,0.001902461051940918,0.10130637884140015,inf,0.23505684738019503,0.010262983,train
17,PHF5A,0.2399202585220337,0.044279120755230564,30.11797820431569,1.2630937,2.5099971,0.2792479991912842,0.2795761227607727,1.2650666236877441,inf,1.307635136623376,1.6003933,train
18,RPS28,0.23569628596305847,0.03675052789079231,38.11622803716088,0.6476422,2.0863974,0.0816652774810791,0.08177298307418823,0.6525598168373108,inf,0.7219921363889545,0.42583436,train
19,TIMM23B,0.2800564169883728,0.05442707781027531,39.48890746678419,1.5399158,3.097134,0.37852513790130615,0.37889564037323,1.542325735092163,inf,1.5950727558396898,2.378769,train
20,C1QBP,0.1952463984489441,0.03999728140505124,39.60385180665237,0.68014205,2.269526,0.09011721611022949,0.090320885181427,0.6855877637863159,inf,0.762546030245213,0.47003064,train
21,MRPL14,0.19736042618751526,0.02664148924936887,36.11530026580279,0.029076427,1.5298946,0.0014865994453430176,0.0014895796775817871,0.08973753452301025,inf,0.2224733833652107,0.008052825,train
22,FAM32A,0.20764775574207306,0.048648995315641715,40.60103051983636,1.0268388,2.7455652,0.1965552568435669,0.1968502402305603,1.031222939491272,inf,1.104259180561438,1.0634208,train
23,DHX15,0.2663273811340332,0.053950216593148456,39.12942207700023,1.5305861,3.0714352,0.3753792643547058,0.3757539987564087,1.5330719947814941,inf,1.586158431349857,2.350309,train
24,TIMM9,0.195601224899292,0.02543962058371518,34.930582217262355,0.025286138,1.4606855,0.001282334327697754,0.0012825727462768555,0.0831950232386589,inf,0.20910051706351127,0.0069214124,train
25,RPL5,0.23180700838565826,0.037686929596675474,39.24109346081764,0.5371485,2.1406722,0.05655956268310547,0.056768953800201416,0.5448352098464966,inf,0.6335454736383975,0.2968454,train
26,SDAD1,0.22944843769073486,0.034618585000636304,38.75539443974611,0.50512433,1.9716392,0.04983013868331909,0.04993844032287598,0.5117862820625305,inf,0.5914206622216625,0.26192522,train
27,MED12,0.3388087749481201,0.06537589163461623,41.65052991395822,2.1711247,3.7641895,0.575763076543808,0.5760716497898102,2.1729118824005127,inf,2.219324541458106,4.7215443,train
28,RFC3,0.21898925304412842,0.028979859461517005,37.57109673884496,0.12707305,1.6666706,0.0038725733757019043,0.003894209861755371,0.15245851874351501,inf,0.27757553844964,0.023243597,train
29,RPL18,0.25468361377716064,0.03793525481145065,33.46856418383009,0.7132992,2.1504402,0.09879684448242188,0.098960280418396,0.7178651690483093,inf,0.7848651674343419,0.5153303,train
30,NUP98,0.2228367030620575,0.039218903485964574,34.16627943493627,0.90919554,2.2154348,0.15702903270721436,0.1572713851928711,0.912105917930603,inf,0.9643854267987285,0.8319372,train
31,VARS,0.2586374878883362,0.04906290089249755,33.465092781185824,1.4857104,2.786231,0.3596053123474121,0.35992538928985596,1.487536907196045,inf,1.5294533360969196,2.2127655,train
32,INTS2,0.35614508390426636,0.04263119867965974,36.42277720145025,0.982178,2.4081912,0.18113523721694946,0.18141263723373413,0.9854896068572998,inf,1.043231444062545,0.97118974,train
33,COG2,0.19179511070251465,0.03220396869825555,45.05545930264136,0.06036979,1.8460495,0.002481400966644287,0.0024817585945129395,0.11605217307806015,inf,0.2724482614198951,0.013468106,train
