,ptb,mmd,braycurtis,canberra,chebyshev,cityblock,correlation,cosine,euclidean,jensenshannon,minkowski_p1.5,sqeuclidean,mode
0,PMPCB,0.23529207706451416,1.090205749591269,375.446023454374,4.807871,587.86725,1.076772965490818,1.080215334892273,32.60744094848633,inf,83.39410712757969,1063.2452,train
1,NUP160,0.20479460060596466,0.9026489170475837,356.84500196104847,4.671122,534.9199,0.8778458684682846,0.8808208703994751,29.73440170288086,inf,75.90414443271982,884.13464,train
2,TRA2B,0.20839765667915344,1.06177138463077,373.6432282363797,4.602537,576.2893,1.0688989534974098,1.0662925317883492,31.735435485839844,inf,81.31025900586667,1007.1379,train
3,POLRMT,0.2266818881034851,0.9203270435197805,350.9847228185614,5.5247173,515.7295,0.9365464076399803,0.9357854425907135,29.456554412841797,inf,74.34249202458115,867.68866,train
4,RIOK1,0.23786281049251556,0.9367578975602618,352.7490464811765,4.1905713,541.4438,0.9717786852270365,0.9690225031226873,30.45503044128418,inf,77.49049259152306,927.50885,train
5,FCF1,0.22957667708396912,1.0191786682939388,379.40542425725585,4.618528,569.9984,1.0154216885566711,1.0135846547782421,31.07017707824707,inf,80.01801837659737,965.3559,train
6,RUVBL1,0.27221131324768066,0.9232488042010686,361.80479804384333,4.4347944,547.80676,0.9161477386951447,0.9199699684977531,30.207128524780273,inf,77.44860364657143,912.4706,train
7,MED11,0.2544196844100952,1.0040739493631732,363.5442128959847,4.7102957,559.71796,1.0132194086909294,1.0114742061123252,31.40646743774414,inf,79.87002816239904,986.3662,train
8,LSM6,0.26344865560531616,1.0092477339955368,367.3318649006467,4.17583,559.4341,1.0065123937092721,1.0055838008411229,31.364349365234375,inf,79.88571244971594,983.7224,train
9,GTF2H1,0.23858536779880524,1.034910415618391,368.50336899746856,4.87358,570.1408,1.0320252180099487,1.0316339135169983,31.82341766357422,inf,81.16699656588655,1012.73,train
10,POLA2,0.22749221324920654,0.9030908367648179,362.1503338996297,4.3950815,541.81934,0.882343478500843,0.8820856139063835,29.6579532623291,inf,76.23838907294336,879.5942,train
11,EIF3M,0.2182263284921646,1.0341340875641174,371.2023117029605,5.0133095,567.2466,1.046683806926012,1.0450219959020615,31.464256286621094,inf,80.3432942367507,989.9994,train
12,NFRKB,0.20404745638370514,0.9711252046261352,367.94436609124,3.8977194,556.36487,0.9432415962219238,0.9445661045610905,30.385547637939453,inf,78.32975423851589,923.2815,train
13,SLU7,0.28037166595458984,1.0451754238788775,375.535335487526,4.91774,571.67126,1.034194253385067,1.0356694050133228,31.46041488647461,inf,80.5714360253049,989.7578,train
14,FTSJ3,0.22325991094112396,0.9754311259079315,369.06892127523224,4.984831,548.21594,0.9691734816879034,0.9697375502437353,30.767866134643555,inf,78.16220384768917,946.6615,train
15,EIF3A,0.24464598298072815,1.0417119399552237,371.9404232388672,4.387903,571.2505,1.0387714207172394,1.0412582233548164,32.16796875,inf,81.60304563565768,1034.7782,train
16,RARS,0.2507193088531494,1.066957073117692,375.7401126061642,4.8598046,596.422,1.0730765089392662,1.071507714688778,32.989051818847656,inf,84.46773925940492,1088.2776,train
17,RPL13,0.2100811004638672,1.0558015912937628,376.4125975285302,5.1242266,594.8002,1.065512515604496,1.0650603398680687,32.6946907043457,inf,83.88330936145925,1068.9427,train
18,YEATS2,0.21333365142345428,1.023323878265115,376.08778634730703,4.2035775,576.5249,1.0245288480073214,1.023637119680643,31.945039749145508,inf,81.72504189026667,1020.48553,train
19,BUB3,0.20053157210350037,1.016241036221495,374.4488407574528,4.707692,586.6538,0.9949563178233802,0.9901548521593213,32.231754302978516,inf,82.67179600096394,1038.886,train
20,NDC80,0.2089196741580963,0.9457614000768808,363.6681549437328,4.417159,533.8639,0.9326342418789864,0.930682897567749,29.8655948638916,inf,75.97825527232963,891.95374,train
21,DDX41,0.26206374168395996,1.0847012974767598,381.0935769462071,4.103796,587.42395,1.0446245707571507,1.0457618981599808,32.01392364501953,inf,82.46224281915214,1024.8914,train
22,RPL14,0.2708300054073334,1.0361455237169859,370.142304856387,4.094767,570.94324,1.0150740202516317,1.0137465661391616,31.52634048461914,inf,80.81801297607515,993.91016,train
23,RPL5,0.24630188941955566,0.9956176744324297,371.75687987875733,4.2429123,559.4828,1.0016324170865119,1.0006705870619044,30.914674758911133,inf,79.08788216931694,955.7171,train
24,COG2,0.1936628818511963,0.9933676544191794,361.9942907708391,4.8816237,566.67053,1.010828577913344,1.01279419939965,31.65543556213379,inf,80.66977496343638,1002.0665,train
25,TEFM,0.2035389393568039,0.9813255601301557,367.7724286377167,3.9820664,562.33374,0.9683251082897186,0.9692252390086651,30.92356300354004,inf,79.4158401133511,956.2667,train
26,ZMAT2,0.20586790144443512,0.9606806288274631,364.12581473225737,4.4922686,560.40924,0.9678668566048145,0.9719250034540892,31.18986701965332,inf,79.71810906428146,972.8078,train
27,NUF2,0.1970653235912323,0.9662141255148545,361.22726101223725,5.0664663,561.92554,0.9946855125017464,0.991121313534677,31.52389144897461,inf,80.08198872850895,993.7558,train
28,CASP8AP2,0.2556094229221344,1.095190537857613,374.6090128753076,4.3589263,590.90625,1.1093797534704208,1.1074166670441628,32.854225158691406,inf,83.83164565279684,1079.4001,train
29,DNAJC19,0.2464839518070221,1.0267840753624649,376.29629500332373,5.019109,564.09534,1.0162740424275398,1.0148837706074119,31.314191818237305,inf,79.93775322201363,980.5786,train
30,RPS3,0.2744249105453491,1.0457871298915384,373.9514932706037,5.3257937,571.9343,1.043994840234518,1.045652225613594,31.919153213500977,inf,81.44292171450164,1018.8324,train
31,RPA2,0.23071253299713135,0.9747945834049763,368.3709495955013,3.9428015,558.7052,0.9731072410941124,0.9742092024534941,30.79923439025879,inf,78.9240419251206,948.5929,train
32,KPNB1,0.22738902270793915,1.057035848202002,379.35608228432034,4.6507645,574.98236,1.031714666634798,1.0333441756665707,31.4538516998291,inf,80.9117643415069,989.3447,train
33,U2SURP,0.2438751757144928,1.012274476157384,370.6705323190133,4.211261,575.9847,1.0176474172621965,1.0143124097958207,31.814903259277344,inf,81.41083384738475,1012.188,train
34,DYNC1I2,0.1949683278799057,1.0040973651109626,369.3039184871192,4.81125,566.8186,1.0189261995255947,1.0210140086710453,31.2059383392334,inf,79.96827883759431,973.81055,train
35,CSE1L,0.2995339035987854,1.0092959744103516,362.7775075145505,4.690043,558.0659,1.0256282612681389,1.025793943554163,31.275705337524414,inf,79.64113087659067,978.16974,train
36,NIP7,0.20729222893714905,1.0873628590849185,378.44069587110744,3.997937,577.9645,1.0788038969039917,1.0793419852852821,32.04069900512695,inf,82.02334071099821,1026.6063,train
37,RPS7,0.27589717507362366,0.98598837599592,361.3164174482348,6.759116,557.81335,0.9997962117922725,0.9998788833181607,31.72477912902832,inf,80.2105298091213,1006.4617,train
38,DYNLRB1,0.196989506483078,0.9318369542517482,362.6178404670262,3.8225956,535.8596,0.9329400882124901,0.933094285428524,29.57098388671875,inf,75.79262984952791,874.4431,train
39,ARGLU1,0.20322397351264954,1.0115246948716934,365.83189551374073,4.1952167,576.53796,1.0242750365287066,1.024758281186223,31.948524475097656,inf,81.76607706673205,1020.7081,train
40,ANKRD11,0.21350029110908508,0.9234162871932144,349.6425778120714,4.4710016,568.70544,0.91703250259161,0.9157537296414375,31.331148147583008,inf,80.45174410848718,981.64087,train
41,LSM2,0.24894817173480988,1.066666005902561,381.2898457878226,3.9348195,600.1195,1.018859576433897,1.0195902027189732,32.529964447021484,inf,84.04596814698913,1058.1987,train
42,PHF5A,0.24847954511642456,0.949853551155494,367.66927922907337,4.8743334,567.86383,0.9417201764881611,0.9399970583617687,31.06427574157715,inf,79.831691922583,964.98926,train
43,ICE1,0.21531644463539124,0.9247848871277987,355.75284498498615,4.2718554,535.7737,0.919074572622776,0.9190274178981781,29.79537582397461,inf,75.95179393419942,887.7644,train
44,WDR12,0.22672462463378906,1.0057541979669944,376.4538728324323,4.5866013,569.31116,0.9859453672543168,0.9856134373694658,31.163667678833008,inf,80.04032403792209,971.1742,train
45,CDK1,0.19355356693267822,0.9958120422468413,368.1447555452189,3.937787,551.1405,0.9934003204107285,0.9945571762509644,30.29796028137207,inf,77.82229645756787,917.9664,train
46,MED7,0.37160491943359375,1.0039909596430925,367.1727721774482,3.7464898,554.4995,1.0113881565630436,1.0115832509472966,30.8406925201416,inf,78.89730963264375,951.1483,train
47,TRRAP,0.24870705604553223,1.033960486748165,372.9547471743055,4.536979,578.3165,1.0183335803449154,1.0198855455964804,31.705358505249023,inf,81.49308354277316,1005.2298,train
48,RPA3,0.21863187849521637,1.0429967390303514,377.62891838717485,4.1425796,599.71875,1.048900529742241,1.0507740266621113,32.78315353393555,inf,84.3837227745515,1074.7354,train
49,RPS24,0.26290231943130493,1.025157972737299,368.0250141097651,4.0276594,551.9818,1.0082382503896952,1.0091465720906854,30.6977481842041,inf,78.3880861495717,942.3517,train
50,PSMD12,0.21073472499847412,0.8925719343980958,347.89587489813505,4.4871583,532.6979,0.9206703826785088,0.9215656965970993,30.121559143066406,inf,76.33597447506986,907.30835,train
51,CNOT1,0.3593452274799347,1.087124019313232,380.1387277914761,4.645792,592.18933,1.090218223631382,1.08835069835186,32.74085235595703,inf,83.85793939037448,1071.9634,train
52,YEATS4,0.20388635993003845,0.989760005407598,367.8217032427894,4.4114323,569.1874,0.9603237845003605,0.9603447988629341,31.258874893188477,inf,80.23748759158546,977.1172,train
53,SDAD1,0.2168673574924469,0.9882324380745613,365.9226775004797,4.540056,579.09814,0.9791033249348402,0.9778479393571615,31.746110916137695,inf,81.66151560903916,1007.8155,train
54,INTS8,0.3900488018989563,0.9491748223542856,366.21018330695676,4.1884093,563.7582,0.935012586414814,0.9354794174432755,30.82693862915039,inf,79.31925825637295,950.30023,train
55,KRR1,0.241667240858078,0.9626587317895208,363.3520397032487,5.3658285,536.857,0.9629234001040459,0.9623943753540516,30.232770919799805,inf,76.73092953748564,914.0204,train
56,RFC3,0.20937451720237732,1.0245839132843169,376.52301932288333,4.3344765,557.9392,0.9993816426140256,0.9991604433744214,30.4436092376709,inf,78.45136252982161,926.81335,train
57,RPL10,0.21135744452476501,1.0353540866897786,369.81266003682447,4.7058353,569.97363,1.0479228645563126,1.0488739162683487,31.814027786254883,inf,81.04729308300739,1012.1323,train
58,RPL11,0.2696589231491089,0.9958130580841955,370.3839081862859,5.030694,567.4596,0.9685497283935547,0.9670854099094868,31.13572120666504,inf,79.92583354406403,969.43304,train
59,ORC1,0.19796490669250488,0.995248939678269,368.4845086642688,4.1549644,553.9482,0.990488669835031,0.9880418442189693,30.711034774780273,inf,78.55855387605804,943.1676,train
60,DNTTIP2,0.2564467191696167,0.9292314969214188,362.00513632801653,4.1625934,545.1298,0.9128024056553841,0.9127838313579559,29.6603946685791,inf,76.51820415793048,879.739,train
61,NAA38,0.2599760890007019,1.006520945688434,367.13096704007114,4.421372,551.01227,1.0134436544030905,1.0139989657327533,30.367225646972656,inf,77.93970499441626,922.16846,train
62,POLR2A,0.21386250853538513,1.0032130133377095,369.1259898691593,4.6719365,563.6426,0.997664068127051,0.9968321018386632,31.26188850402832,inf,79.9320369848863,977.30566,train
63,MRPL14,0.1947638988494873,0.9714512355323831,370.9788763335431,4.237532,567.6443,0.9637173339724541,0.9618916362524033,31.04644012451172,inf,79.85616825359226,963.8815,train
64,CENPJ,0.23902320861816406,0.920463344872343,360.444114688721,4.2417107,532.69434,0.9031313061714172,0.9055088832974434,29.403331756591797,inf,75.36138546156407,864.5559,train
65,VARS,0.26647305488586426,0.9759431067609438,373.83291806156365,4.3881235,580.4185,0.9742294549942017,0.9729018900543451,31.870311737060547,inf,81.80694449196251,1015.7168,train
66,RPL30,0.2546512186527252,0.9763348910013544,366.9010494696066,5.00084,535.59094,0.9779524113982916,0.9735657721757889,29.572467803955078,inf,75.77840196459479,874.53076,train
